Date,TCS.NS,INFY.NS,WIPRO.NS,HCLTECH.NS,RELIANCE.NS,ONGC.NS,TATAPOWER.NS,ADANIGREEN.NS,SUNPHARMA.NS,DRREDDY.NS,CIPLA.NS,DIVISLAB.NS
2023-10-10,3370.95361328125,1389.673828125,190.70584106445312,1154.07470703125,1145.719970703125,158.19078063964844,251.25082397460938,939.75,1099.10400390625,1082.3948974609375,1133.233154296875,3674.265625
2023-10-11,3353.304443359375,1388.9766845703125,196.9730682373047,1139.2578125,1163.910400390625,157.97525024414062,251.30030822753906,962.4500122070312,1101.2991943359375,1099.988525390625,1149.8138427734375,3710.7744140625
2023-10-12,3290.741455078125,1362.1153564453125,195.07887268066406,1119.273193359375,1166.0693359375,159.00975036621094,252.48779296875,948.6500244140625,1102.9090576171875,1092.5994873046875,1136.029296875,3715.424560546875
2023-10-13,3317.0302734375,1330.188720703125,192.24923706054688,1148.678466796875,1166.0198974609375,159.39768981933594,251.44876098632812,948.9000244140625,1117.44677734375,1078.7696533203125,1145.6932373046875,3695.735595703125
2023-10-16,3273.556396484375,1332.97705078125,191.8517303466797,1162.1693115234375,1163.4140625,160.82009887695312,252.14146423339844,938.7999877929688,1107.690185546875,1085.26953125,1142.406494140625,3616.435546875
2023-10-17,3257.76513671875,1340.6915283203125,192.41294860839844,1168.114013671875,1168.972900390625,160.5614776611328,254.2195281982422,948.6500244140625,1109.153564453125,1095.3455810546875,1151.3345947265625,3607.927001953125
2023-10-18,3239.372314453125,1338.925537109375,190.56553649902344,1161.071533203125,1153.4627685546875,161.16493225097656,250.40969848632812,939.0499877929688,1125.349853515625,1121.6915283203125,1187.73388671875,3602.583984375
2023-10-19,3218.32421875,1332.5123291015625,184.88294982910156,1159.1507568359375,1144.603271484375,160.60458374023438,249.3706512451172,933.0,1113.739013671875,1112.49462890625,1200.1939697265625,3599.170654296875
2023-10-20,3254.552978515625,1326.5638427734375,183.2693634033203,1162.15185546875,1141.104248046875,160.5183563232422,244.8186492919922,920.1500244140625,1114.422119140625,1100.3243408203125,1177.5301513671875,3516.605712890625
2023-10-23,3175.94921875,1309.27587890625,179.2003631591797,1141.8837890625,1123.2861328125,159.35458374023438,235.76412963867188,880.7999877929688,1095.1524658203125,1096.8966064453125,1161.4400634765625,3463.8212890625
